"","X_id","dataCollectionDate","beachName","windSpeed","windDirection","airTemp","rain","rainAmount","waterTemp","waterFowl","waveAction","waterClarity","turbidity"
"241",241,"2010-05-24","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"242",242,"2010-05-25","Centre Island Beach",NA,"None",26,"No",NA,17,24,"NONE","Clear, Algae",0.4
"243",243,"2010-05-26","Centre Island Beach",NA,"SW",31,"No",NA,15,60,"LOW","Clear",4.6
"244",244,"2010-05-27","Centre Island Beach",NA,"None",27,"No",NA,NA,NA,"None","None",NA
"245",245,"2010-05-28","Centre Island Beach",NA,"None",22,"No",NA,15.6,42,"LOW","Clear, Lots of Algae",5.4
"246",246,"2010-05-29","Centre Island Beach",NA,"None",NA,"No",NA,17.1,30,"LOW","Clear",5.4
"247",247,"2010-05-31","Centre Island Beach",NA,"None",22,"No",2,17.5,200,"MOD","Clear",43
"248",248,"2010-06-01","Centre Island Beach",NA,"W",20,"Yes",6,17.6,120,"LOW","Clear",1.5
"249",249,"2010-06-02","Centre Island Beach",NA,"S",22,"No",21,19.2,150,"MOD","Clear, Algae",3.4
"250",250,"2010-06-03","Centre Island Beach",NA,"SE",17,"Yes",3,17.5,20,"MOD","Cloudy",2.1
"251",251,"2010-06-04","Centre Island Beach",10,"None",22,"Yes",2,17.9,35,"LOW","Semi-clear, green",1.8
"252",252,"2010-06-05","Centre Island Beach",NA,"W",24,"Yes",2,18.4,160,"MOD","Cloudy",1.4
"253",253,"2010-06-06","Centre Island Beach",20,"N",12,"Yes",20,NA,NA,"None","None",NA
"254",254,"2010-06-07","Centre Island Beach",17,"NW",20,"Yes",NA,15.8,120,"LOW","Clear",2.2
"255",255,"2010-06-08","Centre Island Beach",17,"NW",14,"No",NA,15.2,160,"LOW","Clear",2
"256",256,"2010-06-09","Centre Island Beach",NA,"None",13,"Yes",4,15.3,3,"HIGH","Clear",2
"257",257,"2010-06-10","Centre Island Beach",13,"NW",16,"Yes",NA,15.4,NA,"LOW","Clear",1.8
"258",258,"2010-06-11","Centre Island Beach",NA,"None",16,"No",NA,16.3,24,"NONE","Clear",1.3
"259",259,"2010-06-12","Centre Island Beach",NA,"None",17,"No",4,NA,NA,"None","None",NA
"260",260,"2010-06-13","Centre Island Beach",5,"SE",20,"N/A",NA,15.3,7,"LOW","Cloudy",NA
"261",261,"2010-06-14","Centre Island Beach",7,"W",22,"No",NA,16.4,130,"LOW","Clear",1.1
"262",262,"2010-06-15","Centre Island Beach",11,"NE",22,"No",NA,17,200,"MOD","Clear",1.1
"263",263,"2010-06-16","Centre Island Beach",26,"E",16,"Yes",15,17.38,90,"HIGH","Cloudy",1.1
"264",264,"2010-06-17","Centre Island Beach",NA,"NW",25,"Yes",NA,15.1,25,"LOW","Clear",2.1
"265",265,"2010-06-18","Centre Island Beach",11,"W",25,"No",NA,16.5,20,"LOW","Lots of Algae",1.5
"266",266,"2010-06-19","Centre Island Beach",11,"E",19,"No",NA,18.2,200,"MOD","Cloudy",1.7
"267",267,"2010-06-20","Centre Island Beach",17,"NW",23,"No",NA,17.56,60,"LOW","Clear, Algae",1.3
"268",268,"2010-06-21","Centre Island Beach",9,"NW",22,"No",NA,17.5,190,"LOW","Clear",1.3
"269",269,"2010-06-22","Centre Island Beach",15,"E",22,"Yes",19,18.5,22,"MOD","Clear",1
"270",270,"2010-06-23","Centre Island Beach",6,"SW",20,"Yes",NA,17.5,60,"LOW","Clear",1
"271",271,"2010-06-24","Centre Island Beach",7,"W",20,"No",4,18.7,50,"MOD","Cloudy",4.8
"272",272,"2010-06-25","Centre Island Beach",NA,"None",NA,"Yes",NA,16,35,"LOW","Clear",1.4
"273",273,"2010-06-26","Centre Island Beach",4,"None",24,"Yes",7,19.6,40,"MOD","Clear",2.1
"274",274,"2010-06-27","Centre Island Beach",5,"None",22,"Yes",45,17.5,25,"LOW","Clear",2.3
"275",275,"2010-06-28","Centre Island Beach",9,"SW",21,"No",0,18.4,80,"HIGH","Cloudy",4.4
"276",276,"2010-06-29","Centre Island Beach",24,"W",16,"Yes",NA,13,130,"HIGH","Cloudy",2
"277",277,"2010-06-30","Centre Island Beach",24,"NW",20,"No",NA,13,200,"HIGH","Murky/Brown",5.1
"278",278,"2010-07-01","Centre Island Beach",22,"NW",21,"N/A",NA,12.4,50,"LOW","cloudy",1.9
"279",279,"2010-07-02","Centre Island Beach",5,"SW",24,"No",NA,12.4,30,"LOW","cloudy",2.2
"280",280,"2010-07-03","Centre Island Beach",9,"W",18,"No",NA,12.5,200,"MOD","murky",2.9
"281",281,"2010-07-04","Centre Island Beach",6,"SW",27,"No",NA,14.5,240,"LOW","clear",2.1
"282",282,"2010-07-05","Centre Island Beach",NA,"NE",35,"N/A",NA,18.1,10,"LOW","semi-clear",1.8
"283",283,"2010-07-06","Centre Island Beach",15,"None",34,"N/A",NA,15.3,120,"LOW","clear",1.9
"284",284,"2010-07-07","Centre Island Beach",5,"SW",38,"No",NA,16.1,120,"LOW","clear",1.9
"285",285,"2010-07-08","Centre Island Beach",4,"SW",20,"No",NA,18.6,80,"LOW","clear",1
"286",286,"2010-07-09","Centre Island Beach",7,"SW",21,"Yes",30,16.3,60,"NONE","clear",0.5
"287",287,"2010-07-10","Centre Island Beach",5,"None",29,"Yes",NA,17.1,16,"LOW","clear",1.1
"288",288,"2010-07-11","Centre Island Beach",5,"S",21,"No",NA,17.8,50,"LOW","clear",1.1
"289",289,"2010-07-12","Centre Island Beach",5,"None",21,"Yes",NA,21.1,5,"LOW","clear",0.4
"290",290,"2010-07-13","Centre Island Beach",5,"SE",23,"N/A",NA,22,NA,"LOW","clear",0.5
"291",291,"2010-07-14","Centre Island Beach",15,"None",21,"No",NA,22.1,NA,"LOW","clear",0.6
"292",292,"2010-07-15","Centre Island Beach",4,"SE",29,"No",NA,23.5,120,"NONE","clear + algae",0.2
"293",293,"2010-07-16","Centre Island Beach",27,"W",27,"No",1,23.5,80,"LOW","cloudy",2
"294",294,"2010-07-17","Centre Island Beach",26,"S",25,"No",NA,19.7,30,"MOD","clear",4.2
"295",295,"2010-07-18","Centre Island Beach",9,"None",18,"No",NA,17.2,50,"MOD","cloudy",1.9
"296",296,"2010-07-19","Centre Island Beach",10,"W",27,"Yes",1,21,50,"LOW","clear",0.6
"297",297,"2010-07-20","Centre Island Beach",5,"SE",27,"Yes",NA,17.7,50,"LOW","clear",0.5
"298",298,"2010-07-21","Centre Island Beach",15,"SW",29,"No",NA,19.8,80,"LOW","clear",0.4
"299",299,"2010-07-22","Centre Island Beach",9,"SW",29,"No",NA,16.1,60,"LOW","clear",0.5
"300",300,"2010-07-23","Centre Island Beach",NA,"None",20,"Yes",36,18.2,80,"MOD","cloudy + fine bubbles",1.8
"301",301,"2010-07-24","Centre Island Beach",20,"None",26,"Yes",13,17.6,15,"MOD","cloudy",3.3
"302",302,"2010-07-25","Centre Island Beach",5,"SW",25,"Yes",NA,18.2,70,"LOW","cloudy",0.7
"303",303,"2010-07-26","Centre Island Beach",15,"W",25,"No",NA,19.2,15,"LOW","clear",0.6
"304",304,"2010-07-27","Centre Island Beach",15,"W",25,"No",NA,18.7,15,"LOW","clear",1.2
"305",305,"2010-07-28","Centre Island Beach",17,"W",21,"Yes",2,19.6,200,"MOD","cloudy",3.4
"306",306,"2010-07-29","Centre Island Beach",11,"NW",25,"Yes",3,18.3,40,"LOW","None",1.2
"307",307,"2010-07-30","Centre Island Beach",11,"NW",23,"No",NA,16.5,72,"LOW","clear + algae",4
"308",308,"2010-07-31","Centre Island Beach",8,"NW",14,"No",NA,17.5,NA,"LOW","None",0.1
"309",309,"2010-08-01","Centre Island Beach",8,"NE",18,"Yes",0,17.9,50,"MOD","Clear",2.6
"310",310,"2010-08-02","Centre Island Beach",4,"N",19,"No",NA,19.4,NA,"LOW","clear",1
"311",311,"2010-05-24","Ward's Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"312",312,"2010-05-25","Ward's Island Beach",NA,"None",26,"No",NA,17,6,"NONE","Clear, Brownish Floatables",NA
"313",313,"2010-05-26","Ward's Island Beach",NA,"SW",31,"No",NA,16,25,"LOW","Clear",4.6
"314",314,"2010-05-27","Ward's Island Beach",NA,"None",27,"No",NA,NA,NA,"None","None",NA
"315",315,"2010-05-28","Ward's Island Beach",NA,"None",22,"No",NA,16.5,25,"LOW","Clear",4.5
"316",316,"2010-05-24","Sunnyside Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"317",317,"2010-05-25","Sunnyside Beach",NA,"None",26,"No",NA,17,60,"NONE","Cloudy, Brownish Green",3.7
"318",318,"2010-05-26","Sunnyside Beach",NA,"SW",31,"No",NA,19,75,"NONE","Clear and Algae",4.5
"319",319,"2010-05-27","Sunnyside Beach",NA,"None",27,"No",NA,17.3,2,"LOW","Lot of Algae",NA
"320",320,"2010-05-28","Sunnyside Beach",NA,"None",22,"No",NA,16.9,20,"LOW","Clear",3.9
"321",321,"2010-05-29","Sunnyside Beach",NA,"None",NA,"No",NA,18,10,"LOW","Semi-Clear",5.1
"322",322,"2010-05-30","Sunnyside Beach",NA,"None",NA,"No",NA,15,80,"NONE","Clear",4.6
"323",323,"2010-05-31","Sunnyside Beach",NA,"None",22,"No",2,17.5,60,"LOW","Clear",2.5
"324",324,"2010-06-01","Sunnyside Beach",NA,"W",20,"Yes",6,18.2,200,"NONE","Cloudy",3.4
"325",325,"2010-06-02","Sunnyside Beach",NA,"S",22,"No",21,18.3,160,"NONE","Clear",2
"326",326,"2010-06-03","Sunnyside Beach",NA,"SE",17,"Yes",3,18.1,30,"LOW","Murky",1.6
"327",327,"2010-06-04","Sunnyside Beach",10,"None",22,"Yes",2,NA,30,"LOW","Cloudy",3.27
"328",328,"2010-06-05","Sunnyside Beach",NA,"W",24,"Yes",2,19.5,80,"LOW","Murky, floatables",2.1
"329",329,"2010-06-06","Sunnyside Beach",20,"N",12,"Yes",20,13.5,59,"LOW","Cloudy",3.1
"330",330,"2010-06-07","Sunnyside Beach",17,"NW",20,"Yes",NA,14.5,40,"NONE","Cloudy",2.7
"331",331,"2010-06-08","Sunnyside Beach",17,"NW",14,"No",NA,14.5,85,"NONE","Clear",2
"332",332,"2010-06-09","Sunnyside Beach",NA,"None",13,"Yes",4,15.1,50,"LOW","Clear",2.4
"333",333,"2010-06-10","Sunnyside Beach",13,"NW",16,"Yes",NA,15.09,15,"LOW","Clear",1.9
"334",334,"2010-06-11","Sunnyside Beach",NA,"None",16,"No",NA,17.5,54,"NONE","Clear",1.5
"335",335,"2010-06-12","Sunnyside Beach",NA,"None",17,"No",4,NA,NA,"LOW","Murky",NA
"336",336,"2010-06-13","Sunnyside Beach",5,"SE",20,"N/A",NA,16.1,100,"LOW","Murky",NA
"337",337,"2010-06-14","Sunnyside Beach",7,"W",22,"No",NA,17.3,150,"NONE","Clear",2
"338",338,"2010-06-15","Sunnyside Beach",11,"NE",22,"No",NA,16.3,110,"LOW","Clear",1.8
"339",339,"2010-06-16","Sunnyside Beach",26,"E",16,"Yes",15,17.11,73,"LOW","Cloudy",1.1
"340",340,"2010-06-17","Sunnyside Beach",NA,"NW",25,"Yes",NA,13.7,15,"LOW","Clear",1.7
"341",341,"2010-06-18","Sunnyside Beach",11,"W",25,"No",NA,20.7,20,"LOW","Clear",1
"342",342,"2010-06-19","Sunnyside Beach",11,"E",19,"No",NA,17.4,73,"NONE","Clear",1.5
"343",343,"2010-06-20","Sunnyside Beach",17,"NW",23,"No",NA,18.39,90,"NONE","Cloudy",2.1
"344",344,"2010-06-21","Sunnyside Beach",9,"NW",22,"No",NA,15.4,160,"NONE","Clear",1.6
"345",345,"2010-06-22","Sunnyside Beach",15,"E",22,"Yes",19,17.9,NA,"LOW","Cloudy",1.2
"346",346,"2010-06-23","Sunnyside Beach",6,"SW",20,"Yes",NA,19.8,30,"LOW","Clear",1.4
"347",347,"2010-06-24","Sunnyside Beach",7,"W",20,"No",4,19.2,90,"LOW","Cloudy",2.8
"348",348,"2010-06-25","Sunnyside Beach",NA,"None",NA,"Yes",NA,14.53,10,"LOW","Cloudy",1.2
"349",349,"2010-06-26","Sunnyside Beach",4,"None",24,"Yes",7,13.3,125,"MOD","Cloudy",9.5
"350",350,"2010-06-27","Sunnyside Beach",5,"None",22,"Yes",45,18.4,10,"LOW","Cloudy",6.2
"351",351,"2010-06-28","Sunnyside Beach",9,"SW",21,"No",0,19.1,120,"LOW","Cloudy",8.8
"352",352,"2010-06-29","Sunnyside Beach",24,"W",16,"Yes",NA,12,60,"LOW","Cloudy/ Murky",4
"353",353,"2010-06-30","Sunnyside Beach",24,"NW",20,"No",NA,9,45,"LOW","Cloudy",3
"354",354,"2010-07-01","Sunnyside Beach",22,"NW",21,"N/A",NA,9.2,60,"NONE","clear",1.6
"355",355,"2010-07-02","Sunnyside Beach",5,"SW",24,"No",NA,16,7,"LOW","cloudy",4.4
"356",356,"2010-07-03","Sunnyside Beach",9,"W",18,"No",NA,13.5,36,"NONE","clear",1.2
"357",357,"2010-07-04","Sunnyside Beach",6,"SW",27,"No",NA,15.2,80,"NONE","cloudy",2.1
"358",358,"2010-07-05","Sunnyside Beach",NA,"NE",35,"N/A",NA,NA,12,"LOW","murky",5.2
"359",359,"2010-07-06","Sunnyside Beach",15,"None",34,"N/A",NA,20.2,60,"LOW","algae, cloudy",1.5
"360",360,"2010-07-07","Sunnyside Beach",5,"SW",38,"No",NA,26.3,40,"LOW","clear",1.1
"361",361,"2010-07-08","Sunnyside Beach",4,"SW",20,"No",NA,21.2,130,"NONE","clear + algae",1.3
"362",362,"2010-07-09","Sunnyside Beach",7,"SW",21,"Yes",30,21.1,100,"NONE","cloudy",0.6
"363",363,"2010-07-10","Sunnyside Beach",5,"None",29,"Yes",NA,16,70,"LOW","cloudy",0.8
"364",364,"2010-07-11","Sunnyside Beach",5,"S",21,"No",NA,17.6,79,"LOW","semi clear",1.1
"365",365,"2010-07-12","Sunnyside Beach",5,"None",21,"Yes",NA,20.5,NA,"LOW","clear",2.1
"366",366,"2010-07-13","Sunnyside Beach",5,"SE",23,"N/A",NA,21.6,60,"LOW","cloudy",2.8
"367",367,"2010-07-14","Sunnyside Beach",15,"None",21,"No",NA,21.8,20,"LOW","clear",1.2
"368",368,"2010-07-15","Sunnyside Beach",4,"SE",29,"No",NA,23.5,180,"NONE","clear",1.8
"369",369,"2010-07-16","Sunnyside Beach",27,"W",27,"No",1,24.1,60,"LOW","clear",0.7
"370",370,"2010-07-17","Sunnyside Beach",26,"S",25,"No",NA,18.4,40,"LOW","cloudy",2.2
"371",371,"2010-07-18","Sunnyside Beach",9,"None",18,"No",NA,17,20,"LOW","clear",1.3
"372",372,"2010-07-19","Sunnyside Beach",10,"W",27,"Yes",1,18.2,70,"LOW","clear",1
"373",373,"2010-07-20","Sunnyside Beach",5,"SE",27,"Yes",NA,16,60,"LOW","clear",0.6
"374",374,"2010-07-21","Sunnyside Beach",15,"SW",29,"No",NA,19.6,2,"LOW","clear",0.6
"375",375,"2010-07-22","Sunnyside Beach",9,"SW",29,"No",NA,16.8,95,"LOW","clear",0.7
"376",376,"2010-07-23","Sunnyside Beach",NA,"None",20,"Yes",36,17.3,60,"NONE","cloudy",3.4
"377",377,"2010-07-24","Sunnyside Beach",20,"None",26,"Yes",13,18.6,60,"LOW","murky",5.8
"378",378,"2010-07-25","Sunnyside Beach",5,"SW",25,"Yes",NA,18.3,30,"LOW","cloudy",1.7
"379",379,"2010-07-26","Sunnyside Beach",15,"W",25,"No",NA,16.8,10,"LOW","clear",0.6
"380",380,"2010-07-27","Sunnyside Beach",15,"W",25,"No",NA,18.8,10,"LOW","cloudy",1.3
"381",381,"2010-07-28","Sunnyside Beach",17,"W",21,"Yes",2,21.4,15,"LOW","cloudy",1.4
"382",382,"2010-07-29","Sunnyside Beach",11,"NW",25,"Yes",3,17.7,15,"LOW","None",0.7
"383",383,"2010-07-30","Sunnyside Beach",11,"NW",23,"No",NA,15,170,"NONE","cloudy",1.5
"384",384,"2010-07-31","Sunnyside Beach",8,"NW",14,"No",NA,17.1,20,"LOW","None",0.1
"385",385,"2010-08-01","Sunnyside Beach",8,"NE",18,"Yes",0,19,25,"MOD","Clear",0.6
"386",386,"2010-08-02","Sunnyside Beach",4,"N",19,"No",NA,19.9,20,"LOW","clear",1.1
"387",387,"2010-05-24","Marie Curtis Park East Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"388",388,"2010-05-25","Marie Curtis Park East Beach",NA,"None",26,"No",NA,16,75,"NONE","Clear, feathers",0.4
"389",389,"2010-05-26","Marie Curtis Park East Beach",NA,"SW",31,"No",NA,15,30,"LOW","Clear",4.8
"390",390,"2010-05-27","Marie Curtis Park East Beach",NA,"None",27,"No",NA,17.3,10,"LOW","None",NA
"391",391,"2010-05-28","Marie Curtis Park East Beach",NA,"None",22,"No",NA,14.7,2,"LOW","None",5
"392",392,"2010-05-29","Marie Curtis Park East Beach",NA,"None",NA,"No",NA,17,25,"LOW","Clear",4.2
"393",393,"2010-05-30","Marie Curtis Park East Beach",NA,"None",NA,"No",NA,15,60,"LOW","Clear",4.3
"394",394,"2010-05-31","Marie Curtis Park East Beach",NA,"None",22,"No",2,17.9,5,"MOD","Clear",3.6
"395",395,"2010-06-01","Marie Curtis Park East Beach",NA,"W",20,"Yes",6,17.7,50,"NONE","Clear",2.4
"396",396,"2010-06-02","Marie Curtis Park East Beach",NA,"S",22,"No",21,18.4,15,"MOD","Cloudy",2.9
"397",397,"2010-06-03","Marie Curtis Park East Beach",NA,"SE",17,"Yes",3,17.1,50,"LOW","Murky",6.2
"398",398,"2010-06-04","Marie Curtis Park East Beach",10,"None",22,"Yes",2,NA,45,"LOW","Cloudy",3.94
"399",399,"2010-06-05","Marie Curtis Park East Beach",NA,"W",24,"Yes",2,19.2,62,"LOW","Murky",2.8
"400",400,"2010-06-06","Marie Curtis Park East Beach",20,"N",12,"Yes",20,14,24,"HIGH","Very Murky",75
"401",401,"2010-06-07","Marie Curtis Park East Beach",17,"NW",20,"Yes",NA,15.2,50,"NONE","Cloudy",4.6
"402",402,"2010-06-08","Marie Curtis Park East Beach",17,"NW",14,"No",NA,14.8,57,"LOW","Cloudy",2
"403",403,"2010-06-09","Marie Curtis Park East Beach",NA,"None",13,"Yes",4,16.1,4,"MOD","Algae, murky",230
"404",404,"2010-06-10","Marie Curtis Park East Beach",13,"NW",16,"Yes",NA,15.4,10,"LOW","Cloudy",4.8
"405",405,"2010-06-11","Marie Curtis Park East Beach",NA,"None",16,"No",NA,15.5,NA,"NONE","Clear",1.8
"406",406,"2010-06-12","Marie Curtis Park East Beach",NA,"None",17,"No",4,NA,40,"LOW","Cloudy",NA
"407",407,"2010-06-13","Marie Curtis Park East Beach",5,"SE",20,"N/A",NA,15.9,27,"LOW","Murky",NA
"408",408,"2010-06-14","Marie Curtis Park East Beach",7,"W",22,"No",NA,17.4,75,"NONE","Clear",1.4
"409",409,"2010-06-15","Marie Curtis Park East Beach",11,"NE",22,"No",NA,16.2,16,"MOD","Clear",1.8
"410",410,"2010-06-16","Marie Curtis Park East Beach",26,"E",16,"Yes",15,16.16,NA,"HIGH","Brown",NA
"411",411,"2010-06-17","Marie Curtis Park East Beach",NA,"NW",25,"Yes",NA,15.5,NA,"LOW","Clear",3.1
"412",412,"2010-06-18","Marie Curtis Park East Beach",11,"W",25,"No",NA,183,17,"LOW","Cloudy",3.7
"413",413,"2010-06-19","Marie Curtis Park East Beach",11,"E",19,"No",NA,16.9,130,"LOW","Cloudy",2.4
"414",414,"2010-06-20","Marie Curtis Park East Beach",17,"NW",23,"No",NA,19.2,200,"NONE","Clear",2.3
"415",415,"2010-06-21","Marie Curtis Park East Beach",9,"NW",22,"No",NA,17.7,80,"NONE","Clear",0.7
"416",416,"2010-06-22","Marie Curtis Park East Beach",15,"E",22,"Yes",19,17.1,9,"MOD","Clear",0.4
"417",417,"2010-06-23","Marie Curtis Park East Beach",6,"SW",20,"Yes",NA,18.6,60,"LOW","Cloudy",7.7
"418",418,"2010-06-24","Marie Curtis Park East Beach",7,"W",20,"No",4,17.2,60,"MOD","Clear",0.7
"419",419,"2010-06-25","Marie Curtis Park East Beach",NA,"None",NA,"Yes",NA,15.6,86,"LOW","Clear",0.5
"420",420,"2010-06-26","Marie Curtis Park East Beach",4,"None",24,"Yes",7,17.3,15,"MOD","Cloudy",2.2
"421",421,"2010-06-27","Marie Curtis Park East Beach",5,"None",22,"Yes",45,17.1,100,"LOW","Cloudy",3.5
"422",422,"2010-06-28","Marie Curtis Park East Beach",9,"SW",21,"No",0,18.5,100,"LOW","Cloudy/Murky",7.4
"423",423,"2010-06-29","Marie Curtis Park East Beach",24,"W",16,"Yes",NA,11,80,"LOW","Clear",1.1
"424",424,"2010-06-30","Marie Curtis Park East Beach",24,"NW",20,"No",NA,14,90,"LOW","Clear",0.8
"425",425,"2010-07-01","Marie Curtis Park East Beach",22,"NW",21,"N/A",NA,9.1,200,"NONE","clear",2.2
"426",426,"2010-07-02","Marie Curtis Park East Beach",5,"SW",24,"No",NA,10.2,150,"LOW","clear",3.2
"427",427,"2010-07-03","Marie Curtis Park East Beach",9,"W",18,"No",NA,14.5,200,"LOW","clear",1.8
"428",428,"2010-07-04","Marie Curtis Park East Beach",6,"SW",27,"No",NA,10.3,170,"NONE","clear",1.1
"429",429,"2010-07-05","Marie Curtis Park East Beach",NA,"NE",35,"N/A",NA,NA,56,"LOW","clear",3.1
"430",430,"2010-07-06","Marie Curtis Park East Beach",15,"None",34,"N/A",NA,19.7,60,"LOW","clear",0.2
"431",431,"2010-07-07","Marie Curtis Park East Beach",5,"SW",38,"No",NA,16.36,160,"LOW","semi-clear",2.6
"432",432,"2010-07-08","Marie Curtis Park East Beach",4,"SW",20,"No",NA,20.4,300,"NONE","clear",0.7
"433",433,"2010-07-09","Marie Curtis Park East Beach",7,"SW",21,"Yes",30,20.7,300,"NONE","clear",1.8
"434",434,"2010-07-10","Marie Curtis Park East Beach",5,"None",29,"Yes",NA,17.6,150,"LOW","clear",0.7
"435",435,"2010-07-11","Marie Curtis Park East Beach",5,"S",21,"No",NA,18,150,"LOW","clear",30
"436",436,"2010-07-12","Marie Curtis Park East Beach",5,"None",21,"Yes",NA,20.3,75,"LOW","murky",12.5
"437",437,"2010-07-13","Marie Curtis Park East Beach",5,"SE",23,"N/A",NA,22.4,70,"LOW","murky",5.6
"438",438,"2010-07-14","Marie Curtis Park East Beach",15,"None",21,"No",NA,21.8,100,"LOW","clear",1.2
"439",439,"2010-07-15","Marie Curtis Park East Beach",4,"SE",29,"No",NA,25,160,"NONE","clear",0.9
"440",440,"2010-07-16","Marie Curtis Park East Beach",27,"W",27,"No",1,24.1,60,"LOW","clear",0.7
"441",441,"2010-07-17","Marie Curtis Park East Beach",26,"S",25,"No",NA,17,150,"LOW","clear",0.8
"442",442,"2010-07-18","Marie Curtis Park East Beach",9,"None",18,"No",NA,15.1,60,"LOW","clear",1.1
"443",443,"2010-07-19","Marie Curtis Park East Beach",10,"W",27,"Yes",1,17.8,150,"LOW","clear",0.3
"444",444,"2010-07-20","Marie Curtis Park East Beach",5,"SE",27,"Yes",NA,18.3,100,"LOW","clear",0.1
"445",445,"2010-07-21","Marie Curtis Park East Beach",15,"SW",29,"No",NA,19.5,100,"LOW","clear",0.6
"446",446,"2010-07-22","Marie Curtis Park East Beach",9,"SW",29,"No",NA,13.7,82,"NONE","clear",0.1
"447",447,"2010-07-23","Marie Curtis Park East Beach",NA,"None",20,"Yes",36,15.2,75,"HIGH","very murky",200
"448",448,"2010-07-24","Marie Curtis Park East Beach",20,"None",26,"Yes",13,19.8,156,"MOD","murky",8.8
"449",449,"2010-07-25","Marie Curtis Park East Beach",5,"SW",25,"Yes",NA,17,150,"LOW","cloudy",8
"450",450,"2010-07-26","Marie Curtis Park East Beach",15,"W",25,"No",NA,18.1,15,"LOW","clear",1.8
"451",451,"2010-07-27","Marie Curtis Park East Beach",15,"W",25,"No",NA,19.1,NA,"LOW","clear",1.9
"452",452,"2010-07-28","Marie Curtis Park East Beach",17,"W",21,"Yes",2,21.2,100,"LOW","cloudy",25.3
"453",453,"2010-07-29","Marie Curtis Park East Beach",11,"NW",25,"Yes",3,14,15,"LOW","None",0.8
"454",454,"2010-07-30","Marie Curtis Park East Beach",11,"NW",23,"No",NA,16.8,260,"NONE","clear",0.4
"455",455,"2010-07-31","Marie Curtis Park East Beach",8,"NW",14,"No",NA,17.2,75,"LOW","None",1.4
"456",456,"2010-08-01","Marie Curtis Park East Beach",8,"NE",18,"Yes",0,18.8,NA,"MOD","Murky",5.7
"457",457,"2010-08-02","Marie Curtis Park East Beach",4,"N",19,"No",NA,20.1,75,"LOW","clear",1.3
"458",458,"2010-05-24","Hanlan's Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"459",459,"2010-05-25","Hanlan's Point Beach",NA,"None",26,"No",NA,14,30,"NONE","Clear",0.2
"460",460,"2010-05-26","Hanlan's Point Beach",NA,"SW",31,"No",NA,16,36,"LOW","Clear and Algae",5
"461",461,"2010-05-27","Hanlan's Point Beach",NA,"None",27,"No",NA,NA,NA,"None","None",NA
"462",462,"2010-05-28","Hanlan's Point Beach",NA,"None",22,"No",NA,15.2,10,"LOW","Clear",5.2
"463",463,"2010-05-29","Hanlan's Point Beach",NA,"None",NA,"No",NA,16.2,NA,"LOW","Clear",5.4
"464",464,"2010-05-30","Hanlan's Point Beach",NA,"None",NA,"No",NA,17,12,"NONE","Clear",5.5
"465",465,"2010-05-31","Hanlan's Point Beach",NA,"None",22,"No",2,15.9,8,"LOW","Clear",4.3
"466",466,"2010-07-19","Cherry Beach",15,"None",27,"Yes",1,23,29,"LOW","clear",6
"467",467,"2010-07-20","Cherry Beach",10,"None",24,"Yes",NA,19.8,12,"LOW","clear",1.8
"468",468,"2010-07-21","Cherry Beach",NA,"None",NA,"N/A",NA,22,9,"LOW","clear",0.5
"469",469,"2010-07-22","Cherry Beach",17,"None",22,"No",NA,19.6,25,"LOW","clear",0.8
"470",470,"2010-07-23","Cherry Beach",10,"None",24,"Yes",36,22,18,"LOW","clear",1.7
"471",471,"2010-07-24","Cherry Beach",5,"None",26,"Yes",13,19.6,9,"MOD","cloudy",3.3
"472",472,"2010-07-25","Cherry Beach",20,"None",24,"Yes",NA,20.6,8,"LOW","cloudy",1.6
"473",473,"2010-07-26","Cherry Beach",17,"W",28,"No",NA,19.5,15,"LOW","semi-clear",2.5
"474",474,"2010-07-27","Cherry Beach",4,"None",30,"No",NA,20.6,30,"LOW","clear",3
"475",475,"2010-07-28","Cherry Beach",17,"None",30,"Yes",2,21,15,"LOW","clear",3.2
"476",476,"2010-07-29","Cherry Beach",18,"NW",21,"Yes",7,20.4,30,"LOW","clear",2.9
"477",477,"2010-07-30","Cherry Beach",13,"SE",19,"No",NA,18.8,25,"LOW","clear",2.3
"478",478,"2010-07-31","Cherry Beach",8,"None",21,"No",NA,17,NA,"LOW","clear",1.4
"479",479,"2010-08-01","Cherry Beach",8,"None",19,"Yes",NA,19,25,"MOD","Clear",1.5
"480",480,"2010-08-02","Cherry Beach",10,"None",30,"No",NA,20,NA,"LOW","Very Clear",1.4
"481",481,"2010-08-08","Marie Curtis Park East Beach",22,"SW",21,"No",NA,18.3,7,"LOW","murky",10.5
"482",482,"2010-08-08","Sunnyside Beach",22,"SW",21,"No",NA,16.7,12,"LOW","clear",0.4
"483",483,"2010-08-08","Hanlan's Point Beach",22,"SW",21,"No",NA,17.9,25,"MOD","clear",0.4
"484",484,"2010-08-08","Gibraltar Point Beach",22,"SW",21,"No",NA,18.3,NA,"HIGH","clear",0.8
