"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation"
"97","2018-01-29T08:04:57","2018-01-29T08:09:05","24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"98","2018-01-31T16:25:21","2018-01-31T16:30:42","21 - Living Area (e.g. living, TV, recreation, etc)",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"99","2018-01-30T11:11:23","2018-01-30T11:16:04","39 - Other Functional Area",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","42 - Television, Radio, Stereo, Tape Recorder, etc.","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"100","2018-01-30T09:17:01","2018-01-30T09:22:08","24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"101","2018-02-04T18:57:42","2018-02-04T19:03:00","24 - Cooking Area or Kitchen",0,3000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"102","2018-02-04T21:14:29","2018-02-04T21:19:48","53 - Chimney/Flue Pipe",0,100,"1 - Confined to object of origin","2 - No Fire alarm system","39 - Chimney - Masonry","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"103","2018-03-23T19:28:20","2018-03-23T19:31:34","24 - Cooking Area or Kitchen",1,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","75 - Matches (open flame)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"104","2018-03-23T19:54:52","2018-03-23T19:58:06","39 - Other Functional Area",0,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"105","2018-03-24T07:44:14","2018-03-24T07:49:25","44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","76 - Lighters (open flame)","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"106","2018-02-27T22:31:47","2018-02-27T22:38:19","93 - Residential/Business: Other busines area",0,2e+05,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"107","2018-03-02T12:14:42","2018-03-02T12:16:20","24 - Cooking Area or Kitchen",0,20,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"108","2018-03-15T16:49:01","2018-03-15T16:55:44","62 - Roof",0,9000,"1 - Confined to object of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"109","2018-03-15T18:17:44","2018-03-15T18:23:58","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","76 - Lighters (open flame)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"110","2018-03-16T08:22:48","2018-03-16T08:26:44","49 - Other Storage Area",0,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"111","2018-03-21T19:20:41","2018-03-21T19:25:15","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","59 - Other Lighting Equipment","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"112","2018-03-21T22:25:50","2018-03-21T22:30:34","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"113","2018-01-31T17:00:19","2018-01-31T17:05:54","44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",1,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","93 - Hot Ashes, Embers, Spark","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"114","2018-02-01T00:46:45","2018-02-01T00:49:30","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,20,"1 - Confined to object of origin","1 -  Fire alarm system present","55 - Candle","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"115","2018-02-01T09:47:03","2018-02-01T09:49:53","56 - Conveyor Shaft or Chute (inc dumbwaiter, laundry chute, garbage",0,75000,"10 - Spread beyond building of origin","1 -  Fire alarm system present","93 - Hot Ashes, Embers, Spark","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"116","2018-01-29T03:29:55","2018-01-29T03:34:39","13 - Stairway, Escalator",0,300,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"117","2018-02-23T00:12:34","2018-02-23T00:20:58","42 - Garage",0,75000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","77 - Matches or Lighters (unable to distinguish)","1 - Floor/suite of fire origin: No smoke alarm","1 - Sprinkler system activated"
"118","2018-02-23T00:45:07","2018-02-23T00:54:10","24 - Cooking Area or Kitchen",0,100,"1 - Confined to object of origin","2 - No Fire alarm system","26 - Terminations-Copper (incl receptacles, switches, lights)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"119","2018-03-25T00:43:36","2018-03-25T00:48:37","42 - Garage",0,20000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","17 - Wood burning stove","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"120","2018-03-25T14:20:34","2018-03-25T14:23:34","24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"121","2018-01-19T12:02:13","2018-01-19T12:04:53","55 - Mechanical/Electrical Services Room",0,25000,"1 - Confined to object of origin","2 - No Fire alarm system","23 - Distribution Equipment (includes panel boards, fuses, circuit br","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"122","2018-01-22T23:59:37","2018-01-23T00:05:15","24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"123","2018-01-19T15:26:49","2018-01-19T15:32:12","24 - Cooking Area or Kitchen",0,8000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"124","2018-01-23T23:27:34","2018-01-23T23:31:49","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"125","2018-01-06T20:32:50","2018-01-06T20:37:38","46 - Product Storage (inc products or materials awaiting manuf, assembly)",0,50000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","44 - Iron, Pressing Machine","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"126","2018-01-07T01:00:15","2018-01-07T01:05:37","24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"127","2018-01-07T03:05:57","2018-01-07T03:10:45","24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"128","2018-01-08T00:20:41","2018-01-08T00:28:07","42 - Garage",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","34 - Space Heater - Portable","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"129","2018-02-12T07:12:24","2018-02-12T07:20:24","27 - Laundry Area",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"130","2018-02-12T15:46:33","2018-02-12T15:51:48","55 - Mechanical/Electrical Services Room",0,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","20 - Service/Utility Lines (includes power/hydro transmission lines)","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"131","2018-02-22T18:37:36","2018-02-22T18:44:07","21 - Living Area (e.g. living, TV, recreation, etc)",0,1e+05,"3 - Spread to entire room of origin","1 -  Fire alarm system present","51 - Incandescent Lamp - Light Bulb, Spotlight","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"132","2018-03-05T07:41:27","2018-03-05T07:46:32","21 - Living Area (e.g. living, TV, recreation, etc)",1,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"133","2018-03-05T14:38:32","2018-03-05T14:43:10","24 - Cooking Area or Kitchen",0,2500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","77 - Matches or Lighters (unable to distinguish)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"134","2018-03-10T13:43:49","2018-03-10T13:47:59","12 - Hallway, Corridor",0,3000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"135","2018-03-11T09:24:41","2018-03-11T09:28:36","24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"136","2018-04-04T12:31:25","2018-04-04T12:38:04","83 - Electrical Systems",0,250000,"1 - Confined to object of origin","1 -  Fire alarm system present","21 - Transformer","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"137","2018-04-04T20:18:35","2018-04-04T20:24:47","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"138","2018-04-09T00:40:11","2018-04-09T00:45:15","24 - Cooking Area or Kitchen",0,3000,"1 - Confined to object of origin","2 - No Fire alarm system","15 - Range Hood","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"139","2018-04-13T11:50:02","2018-04-13T11:53:56","33 - Laboratory",0,50000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","47 - Refrigerator, Freezer (includes vending machine)","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"140","2018-04-13T19:16:34","2018-04-13T19:21:03","64 - Porch or Balcony",0,10,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire"
"141","2018-04-14T00:55:15","2018-04-14T01:01:19","27 - Laundry Area",1,3e+05,"7 - Spread to other floors, confined to building","2 - No Fire alarm system","49 - Other Appliances","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"142","2018-04-14T01:48:34","2018-04-14T01:54:06","64 - Porch or Balcony",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
