tfs_alarm_time,tfs_arrival_time,area_of_origin,civilian_casualties,estimated_dollar_loss,extent_of_fire,fire_alarm_system_presence,ignition_source,smoke_alarm_at_fire_origin,sprinkler_system_operation,time_diff
2018-10-27T13:30:10Z,2018-10-27T13:33:56Z,12,0,200000,10,N,29,PO,N,3.76666666666667
2018-10-31T18:48:19Z,2018-10-31T18:54:15Z,52,0,20000,1 ,P,62,PO,P,5.93333333333333
2018-11-01T00:12:25Z,2018-11-01T00:16:48Z,64,0,100000,2 ,P,71,PO,P,4.38333333333333
2018-11-01T22:40:31Z,2018-11-01T22:45:24Z,52,0,2000,2 ,N,94,PO,N,4.88333333333333
2018-11-11T09:08:41Z,2018-11-11T09:12:37Z,55,0,75000,1 ,P,23,PO,P,3.93333333333333
2018-11-12T00:56:21Z,2018-11-12T01:02:10Z,24,0,100,1 ,P,19,PO,P,5.81666666666667
2018-11-12T07:37:39Z,2018-11-12T07:41:48Z,64,0,100000,2 ,P,71,P,P,4.15
2018-11-14T23:29:42Z,2018-11-14T23:36:52Z,53,0,200000,7 ,N,17,N,N,7.16666666666667
2018-11-15T23:23:00Z,2018-11-15T23:28:09Z,55,0,225000,4 ,N,30,N,N,5.15
2018-11-16T07:58:35Z,2018-11-16T08:05:15Z,24,0,5000,2 ,P,11,PO,N,6.66666666666667
2018-11-19T05:12:12Z,2018-11-19T05:16:54Z,64,0,50,1 ,P,71,P,P,4.7
2018-11-19T10:44:40Z,2018-11-19T10:50:13Z,22,0,5,1 ,P,71,PO,N,5.55
2018-11-20T13:47:10Z,2018-11-20T13:51:23Z,24,0,100,1 ,P,11,PO,N,4.21666666666667
2018-11-23T00:54:31Z,2018-11-23T01:00:02Z,11,0,3000,1 ,P,76,PO,N,5.51666666666667
2018-11-24T11:59:58Z,2018-11-24T12:08:23Z,68,0,25000,9 ,P,72,N,P,8.41666666666667
2018-11-28T08:28:22Z,2018-11-28T08:31:49Z,27,0,5000,1 ,P,43,PO,P,3.45
2018-12-04T22:42:29Z,2018-12-04T22:46:08Z,22,0,500,1 ,P,71,P,P,3.65
2018-12-05T22:14:31Z,2018-12-05T22:19:11Z,44,0,1000,2 ,P,71,PO,PO,4.66666666666667
2018-12-09T07:36:01Z,2018-12-09T07:40:52Z,64,0,10000,9 ,P,71,P,P,4.85
2018-12-09T17:18:18Z,2018-12-09T17:22:45Z,27,0,500,1 ,N,43,PO,N,4.45
2018-12-11T12:08:21Z,2018-12-11T12:13:22Z,27,0,7000,2 ,P,43,PO,PO,5.01666666666667
2018-12-14T09:02:19Z,2018-12-14T09:04:35Z,24,0,10000,2 ,P,11,PO,N,2.26666666666667
2018-12-14T18:14:58Z,2018-12-14T18:20:07Z,89,0,40000,1 ,P,81,PO,PO,5.15
2018-12-15T05:08:36Z,2018-12-15T05:12:59Z,24,0,10000,2 ,P,11,PO,P,4.38333333333333
2018-12-21T09:54:21Z,2018-12-21T09:59:20Z,44,0,5000,2 ,P,71,PO,N,4.98333333333333
2018-12-22T14:44:28Z,2018-12-22T14:48:29Z,21,0,150000,4 ,P,37,PO,N,4.01666666666667
2018-12-23T11:58:16Z,2018-12-23T12:01:46Z,53,0,0,1 ,N,36,PO,N,3.5
2018-12-25T03:58:27Z,2018-12-25T04:03:46Z,53,0,100000,11,N,36,PO,N,5.31666666666667
2018-12-25T21:42:30Z,2018-12-25T21:46:02Z,39,0,500000,11,P,28,N,N,3.53333333333333
2018-12-26T02:53:00Z,2018-12-26T02:58:45Z,22,1,5000,1 ,P,71,PO,N,5.75
2018-12-30T14:22:33Z,2018-12-30T14:27:49Z,24,0,1000,1 ,P,11,PO,P,5.26666666666667
2018-12-31T11:11:12Z,2018-12-31T11:15:28Z,24,0,25000,2 ,N,11,P,N,4.26666666666667
2018-03-26T00:33:02Z,2018-03-26T00:40:22Z,81,0,20000,1 ,P,81,PO,PO,7.33333333333333
2019-01-05T00:08:00Z,2019-01-05T00:13:16Z,44,0,5000,1 ,P,71,PO,PO,5.26666666666667
2019-01-09T03:32:53Z,2019-01-09T03:37:47Z,42,1,5000,1 ,P,30,PO,PO,4.9
2019-01-08T03:23:26Z,2019-01-08T03:25:49Z,12,0,10,1 ,N,71,P,N,2.38333333333333
2019-01-09T14:22:06Z,2019-01-09T14:23:36Z,44,0,100,1 ,P,77,PO,N,1.5
2019-01-10T11:37:52Z,2019-01-10T11:41:06Z,24,0,5000,2 ,P,11,P,PO,3.23333333333333
2019-01-16T00:23:37Z,2019-01-16T00:28:05Z,25,0,10,1 ,P,71,N,PO,4.46666666666667
2019-01-17T03:03:35Z,2019-01-17T03:09:37Z,12,0,50000,4 ,P,26,PO,N,6.03333333333333
2019-01-21T00:01:54Z,2019-01-21T00:05:35Z,22,0,0,1 ,P,77,PO,P,3.68333333333333
2019-01-21T12:41:18Z,2019-01-21T12:45:37Z,24,0,1500,1 ,N,12,N,N,4.31666666666667
2019-01-22T02:04:14Z,2019-01-22T02:11:20Z,22,0,5000,2 ,P,71,PO,N,7.1
2019-01-24T21:52:00Z,2019-01-24T21:56:45Z,21,0,1000,2 ,P,28,PO,P,4.75
2019-01-25T11:07:07Z,2019-01-25T11:11:09Z,22,0,5000,2 ,P,71,PO,PO,4.03333333333333
2019-01-25T22:50:29Z,2019-01-25T22:53:58Z,22,1,2000,2 ,P,55,PO,P,3.48333333333333
2019-01-30T22:31:51Z,2019-01-30T22:37:39Z,12,0,25000,2 ,N,33,N,PO,5.8
2019-01-31T23:50:00Z,2019-01-31T23:59:51Z,66,0,30000,2 ,P,24,PO,N,9.85
2019-02-01T01:27:05Z,2019-02-01T01:31:17Z,55,0,1000,2 ,P,33,PO,P,4.2
2019-02-10T00:05:56Z,2019-02-10T00:11:24Z,64,0,10000,2 ,N,71,N,N,5.46666666666667
2019-02-10T02:13:13Z,2019-02-10T02:17:47Z,43,0,20000,2 ,P,76,PO,PO,4.56666666666667
2019-02-13T00:15:42Z,2019-02-13T00:21:35Z,57,0,4000,1 ,P,31,N,N,5.88333333333333
2019-02-13T12:14:31Z,2019-02-13T12:19:22Z,29,0,20000,1 ,P,30,PO,P,4.85
2019-02-13T15:23:18Z,2019-02-13T15:28:17Z,83,1,300000,1 ,P,21,PO,P,4.98333333333333
2019-02-14T18:58:17Z,2019-02-14T19:03:46Z,81,0,4000,1 ,P,82,P,N,5.48333333333333
2019-02-13T16:47:47Z,2019-02-13T16:52:52Z,22,0,10000,2 ,N,42,PO,N,5.08333333333333
2019-02-16T11:49:42Z,2019-02-16T11:55:20Z,21,0,75000,4 ,N,29,N,N,5.63333333333333
2019-02-18T10:19:01Z,2019-02-18T10:23:27Z,81,0,100000,1 ,N,81,N,N,4.43333333333333
2019-02-17T12:57:55Z,2019-02-17T13:03:21Z,21,0,45000,2 ,P,29,PO,N,5.43333333333333
2019-02-17T13:55:34Z,2019-02-17T13:57:25Z,21,1,7500,2 ,P,29,PO,P,1.85
2019-02-17T16:14:41Z,2019-02-17T16:17:48Z,27,0,75000,4 ,N,49,P,N,3.11666666666667
2019-02-23T11:26:22Z,2019-02-23T11:32:14Z,24,0,5000,2 ,N,11,P,N,5.86666666666667
2019-02-27T05:27:20Z,2019-02-27T05:30:34Z,21,1,5000,2 ,P,71,N,P,3.23333333333333
2019-02-27T09:12:56Z,2019-02-27T09:22:18Z,50,2,50000,7 ,N,73,N,N,9.36666666666667
2019-03-05T06:02:38Z,2019-03-05T06:07:50Z,22,1,30000,3 ,P,71,N,PO,5.2
2019-03-05T19:08:35Z,2019-03-05T19:11:03Z,24,0,5000,1 ,P,12,PO,N,2.46666666666667
2019-03-08T22:14:57Z,2019-03-08T22:19:54Z,24,0,20000,2 ,N,11,P,N,4.95
2019-03-12T22:46:16Z,2019-03-12T22:51:15Z,12,0,100,1 ,P,28,P,N,4.98333333333333
2019-03-12T17:41:01Z,2019-03-12T17:46:41Z,22,0,100000,3 ,N,51,PO,N,5.66666666666667
2019-03-12T19:28:35Z,2019-03-12T19:33:21Z,70,0,750000,7 ,N,24,N,N,4.76666666666667
2019-03-13T08:32:28Z,2019-03-13T08:37:48Z,24,0,1000,2 ,P,11,PO,N,5.33333333333333
2019-03-13T11:23:12Z,2019-03-13T11:29:48Z,58,0,10000,9 ,P,84,N,P,6.6
2019-03-17T15:51:01Z,2019-03-17T15:56:11Z,46,0,0,1 ,N,30,N,P,5.16666666666667
2019-03-17T20:25:35Z,2019-03-17T20:28:02Z,27,0,40000,2 ,N,41,N,N,2.45
2019-03-18T22:49:45Z,2019-03-18T22:53:51Z,64,0,15000,2 ,P,71,PO,P,4.1
2019-03-22T10:16:33Z,2019-03-22T10:22:52Z,24,0,6000,2 ,P,11,PO,PO,6.31666666666667
2019-03-22T10:36:08Z,2019-03-22T10:44:25Z,11,0,100000,2 ,P,96,PO,N,8.28333333333333
2019-03-22T22:51:32Z,2019-03-22T22:55:27Z,44,0,0,1 ,P,71,PO,P,3.91666666666667
2019-03-29T19:40:23Z,2019-03-29T19:45:06Z,24,0,35000,2 ,P,11,N,N,4.71666666666667
2019-03-30T02:54:09Z,2019-03-30T02:59:10Z,42,0,58000,4 ,N,24,N,N,5.01666666666667
2019-03-30T07:53:37Z,2019-03-30T07:59:44Z,55,0,100000,1 ,P,30,P,N,6.11666666666667
2019-04-04T06:10:39Z,2019-04-04T06:14:15Z,44,0,100,1 ,P,71,P,N,3.6
2019-04-04T10:53:14Z,2019-04-04T10:58:16Z,44,0,25000,1 ,P,96,PO,PO,5.03333333333333
2019-04-07T09:36:37Z,2019-04-07T09:40:25Z,64,1,0,1 ,P,71,PO,P,3.8
2019-04-07T19:29:16Z,2019-04-07T19:33:55Z,24,0,1000,1 ,P,11,PO,P,4.65
2019-04-13T11:08:31Z,2019-04-13T11:11:08Z,70,0,5000,1 ,P,72,PO,P,2.61666666666667
2019-04-12T11:12:41Z,2019-04-12T11:17:58Z,24,0,5000,2 ,N,12,PO,N,5.28333333333333
2019-04-12T16:02:01Z,2019-04-12T16:06:41Z,67,0,5000,2 ,P,72,N,P,4.66666666666667
2019-04-16T20:52:57Z,2019-04-16T20:57:20Z,22,0,300,1 ,P,71,PO,N,4.38333333333333
2019-04-16T13:26:57Z,2019-04-16T13:30:29Z,64,0,200,1 ,P,76,PO,P,3.53333333333333
2019-04-19T12:51:32Z,2019-04-19T12:55:05Z,24,0,5000,2 ,P,11,PO,N,3.55
2019-04-19T18:55:05Z,2019-04-19T19:00:10Z,22,0,100000,4 ,N,28,N,N,5.08333333333333
2019-04-20T17:46:04Z,2019-04-20T17:51:43Z,44,1,0,2 ,P,71,PO,PO,5.65
2019-04-26T19:19:32Z,2019-04-26T19:24:28Z,24,0,26000,3 ,P,11,PO,P,4.93333333333333
2019-04-27T10:19:14Z,2019-04-27T10:23:34Z,27,0,2000,2 ,P,43,PO,N,4.33333333333333
2019-04-28T00:51:10Z,2019-04-28T00:55:55Z,24,0,1000,2 ,P,19,PO,N,4.75
2019-05-03T15:31:05Z,2019-05-03T15:35:29Z,24,1,75000,3 ,N,11,PO,N,4.4
2019-05-04T10:00:02Z,2019-05-04T10:03:05Z,24,0,5000,2 ,P,11,PO,P,3.05
2019-05-04T15:17:53Z,2019-05-04T15:23:06Z,13,1,500,2 ,N,31,PO,N,5.21666666666667
2019-05-06T10:54:13Z,2019-05-06T11:00:26Z,22,0,75000,2 ,N,71,PO,N,6.21666666666667
2019-05-06T11:34:36Z,2019-05-06T11:38:38Z,24,0,100000,3 ,N,11,N,N,4.03333333333333
2019-05-06T16:57:50Z,2019-05-06T17:02:34Z,62,0,2500000,7 ,P,73,PO,N,4.73333333333333
2019-05-06T17:56:57Z,2019-05-06T18:03:24Z,24,0,1500,1 ,P,12,P,P,6.45
2019-05-07T11:20:14Z,2019-05-07T11:25:54Z,24,0,2500,2 ,P,11,PO,N,5.66666666666667
2019-05-09T07:37:38Z,2019-05-09T07:42:13Z,79,0,500,2 ,P,71,PO,P,4.58333333333333
2019-05-10T06:15:30Z,2019-05-10T06:21:21Z,42,0,500,1 ,P,24,P,P,5.85
2019-05-15T18:30:54Z,2019-05-15T18:35:11Z,24,0,800,2 ,P,11,PO,N,4.28333333333333
2019-05-15T22:46:46Z,2019-05-15T22:51:19Z,24,0,3000,2 ,P,11,N,N,4.55
2019-05-20T10:25:00Z,2019-05-20T10:29:40Z,73,0,1000,2 ,P,71,N,PO,4.66666666666667
2019-05-20T13:46:03Z,2019-05-20T13:52:07Z,35,0,20000,2 ,P,71,N,P,6.06666666666667
2019-05-20T15:47:42Z,2019-05-20T15:54:24Z,64,0,1000,2 ,N,79,N,N,6.7
2019-05-21T20:05:49Z,2019-05-21T20:14:01Z,24,0,1000,2 ,P,15,PO,N,8.2
2019-06-02T16:17:48Z,2019-06-02T16:22:01Z,64,0,0,1 ,P,14,PO,N,4.21666666666667
2019-06-02T16:50:54Z,2019-06-02T16:54:33Z,24,0,20,1 ,P,11,PO,N,3.65
2019-06-02T17:39:29Z,2019-06-02T17:44:45Z,24,1,80000,2 ,N,11,PO,N,5.26666666666667
2019-06-02T18:57:29Z,2019-06-02T19:02:01Z,24,0,10000,2 ,P,11,P,P,4.53333333333333
2019-06-05T10:02:54Z,2019-06-05T10:09:22Z,22,0,50000,2 ,P,24,PO,N,6.46666666666667
2019-06-06T10:44:00Z,2019-06-06T10:48:48Z,31,2,60000,1 ,P,84,PO,P,4.8
2019-06-08T14:51:19Z,2019-06-08T14:55:56Z,78,0,100,2 ,N,71,P,N,4.61666666666667
2019-06-08T18:04:04Z,2019-06-08T18:06:22Z,24,1,10000,1 ,P,11,PO,N,2.3
2019-06-09T02:13:47Z,2019-06-09T02:18:31Z,24,0,0,1 ,P,11,P,P,4.73333333333333
2019-06-18T00:29:23Z,2019-06-18T00:34:18Z,65,0,1000,2 ,P,71,PO,PO,4.91666666666667
2019-06-18T10:29:32Z,2019-06-18T10:34:28Z,42,0,1000,1 ,N,72,N,N,4.93333333333333
2019-06-18T15:10:29Z,2019-06-18T15:15:20Z,24,0,3000,2 ,P,11,PO,P,4.85
2019-06-19T03:52:45Z,2019-06-19T03:58:33Z,83,0,75000,2 ,P,83,PO,PO,5.8
2019-06-22T00:27:29Z,2019-06-22T00:31:35Z,64,0,50000,4 ,P,71,PO,P,4.1
2019-06-22T00:37:52Z,2019-06-22T00:41:41Z,24,1,1000,1 ,P,11,PO,P,3.81666666666667
2019-06-22T00:44:17Z,2019-06-22T00:47:41Z,13,0,0,1 ,P,76,PO,N,3.4
2019-06-22T13:16:45Z,2019-06-22T13:20:59Z,42,0,20000,2 ,P,84,PO,PO,4.23333333333333
2019-06-22T17:05:59Z,2019-06-22T17:11:39Z,58,0,400000,2 ,P,84,PO,PO,5.66666666666667
2019-06-25T19:28:29Z,2019-06-25T19:33:16Z,72,0,5000,9 ,P,14,N,N,4.78333333333333
2019-06-26T09:05:14Z,2019-06-26T09:11:06Z,39,0,500,1 ,P,28,PO,P,5.86666666666667
2019-06-26T20:50:35Z,2019-06-26T20:56:17Z,58,1,500,1 ,N,15,P,N,5.7
2019-06-29T08:46:08Z,2019-06-29T08:49:55Z,50,0,5000,1 ,P,47,N,N,3.78333333333333
2019-11-16T07:40:26Z,2019-11-16T07:42:33Z,29,0,50000,2 ,P,47,PO,PO,2.11666666666667
2020-06-04T22:00:02Z,2020-06-04T22:04:50Z,24,0,1500,1 ,P,12,PO,N,4.8
2021-02-14T11:20:09Z,2021-02-14T11:24:33Z,24,0,10000,1 ,N,19,PO,N,4.4
2021-02-14T19:18:25Z,2021-02-14T19:22:36Z,53,0,50000,9 ,N,36,P,N,4.18333333333333
2021-02-14T21:50:50Z,2021-02-14T21:54:54Z,21,0,5000,2 ,P,71,PO,PO,4.06666666666667
2021-05-20T02:58:24Z,2021-05-20T03:04:05Z,24,0,5000,1 ,P,19,PO,P,5.68333333333333
2021-12-12T13:54:22Z,2021-12-12T14:00:26Z,24,0,15000,2 ,P,11,PO,P,6.06666666666667
2021-07-26T12:24:45Z,2021-07-26T12:27:56Z,24,0,25000,2 ,N,16,PO,N,3.18333333333333
2021-07-26T12:48:58Z,2021-07-26T12:54:32Z,22,0,100,1 ,P,76,PO,P,5.56666666666667
2021-10-10T21:31:46Z,2021-10-10T21:35:55Z,21,0,6000,1 ,P,83,PO,P,4.15
2021-10-10T23:21:34Z,2021-10-10T23:26:44Z,25,0,10000,2 ,N,73,N,N,5.16666666666667
2021-09-30T04:58:17Z,2021-09-30T05:05:13Z,11,0,10000,1 ,P,71,PO,P,6.93333333333333
2021-09-30T05:17:02Z,2021-09-30T05:23:07Z,25,0,5000,2 ,P,84,PO,N,6.08333333333333
2021-10-27T13:21:26Z,2021-10-27T13:27:03Z,27,0,90000,7 ,N,43,PO,N,5.61666666666667
2021-10-27T05:22:28Z,2021-10-27T05:28:14Z,31,0,85000,2 ,P,83,PO,P,5.76666666666667
2020-12-04T17:22:37Z,2020-12-04T17:27:32Z,25,0,25000,1 ,P,52,PO,PO,4.91666666666667
2020-12-08T18:21:47Z,2020-12-08T18:25:34Z,24,0,300,1 ,P,11,PO,N,3.78333333333333
2021-02-16T20:19:50Z,2021-02-16T20:24:52Z,55,0,500,1 ,N,32,P,N,5.03333333333333
2021-03-29T10:40:29Z,2021-03-29T10:45:34Z,64,0,150,1 ,P,71,P,N,5.08333333333333
2021-03-29T16:12:03Z,2021-03-29T16:17:47Z,24,0,5000,2 ,P,72,PO,N,5.73333333333333
2021-12-30T07:06:33Z,2021-12-30T07:12:32Z,81,0,50000,1 ,P,81,PO,PO,5.98333333333333
2021-03-01T09:56:23Z,2021-03-01T10:00:16Z,24,0,100000,2 ,N,11,P,N,3.88333333333333
2021-03-01T13:42:46Z,2021-03-01T13:46:27Z,21,0,100000,3 ,P,56,PO,N,3.68333333333333
2021-05-27T10:50:30Z,2021-05-27T10:54:23Z,13,0,50,1 ,P,55,N,P,3.88333333333333
2021-07-30T17:02:21Z,2021-07-30T17:08:45Z,42,0,500,1 ,P,42,PO,N,6.4
2021-08-12T08:49:57Z,2021-08-12T08:58:51Z,21,0,1000,2 ,P,55,PO,N,8.9
2021-04-26T15:14:21Z,2021-04-26T15:19:33Z,22,0,750000,4 ,P,79,N,N,5.2
2021-04-26T18:15:50Z,2021-04-26T18:18:42Z,12,0,500,1 ,P,33,PO,P,2.86666666666667
2021-08-12T18:33:21Z,2021-08-12T18:37:36Z,21,0,10000,2 ,P,55,PO,N,4.25
2021-05-30T01:32:26Z,2021-05-30T01:38:39Z,79,0,10000,2 ,P,71,PO,P,6.21666666666667
2021-05-30T15:33:19Z,2021-05-30T15:37:24Z,44,0,1,1 ,N,71,N,P,4.08333333333333
2021-05-30T17:31:22Z,2021-05-30T17:36:43Z,64,0,10000,2 ,N,24,N,N,5.35
2021-08-24T12:15:09Z,2021-08-24T12:20:06Z,64,0,200000,4 ,P,71,PO,P,4.95
2021-08-24T21:46:07Z,2021-08-24T21:50:29Z,64,0,30,1 ,P,35,N,P,4.36666666666667
2021-12-16T05:46:37Z,2021-12-16T05:52:24Z,64,0,20000,4 ,P,79,PO,P,5.78333333333333
2021-12-17T09:54:12Z,2021-12-17T09:57:24Z,24,1,1000,2 ,P,11,PO,N,3.2
2020-12-13T21:55:15Z,2020-12-13T21:58:57Z,64,0,1000,9 ,N,26,N,N,3.7
2020-12-13T22:04:33Z,2020-12-13T22:08:56Z,22,0,400,1 ,P,71,PO,N,4.38333333333333
2020-12-14T19:17:14Z,2020-12-14T19:23:52Z,42,0,2000,1 ,P,81,N,P,6.63333333333333
2021-03-30T15:58:33Z,2021-03-30T16:04:02Z,24,0,2000,2 ,N,12,PO,N,5.48333333333333
2021-03-25T09:18:01Z,2021-03-25T09:22:38Z,24,1,30000,2 ,P,11,PO,PO,4.61666666666667
2021-03-21T18:02:28Z,2021-03-21T18:07:26Z,25,0,10,2 ,P,79,PO,P,4.96666666666667
2021-03-19T04:39:29Z,2021-03-19T04:42:46Z,64,0,1000000,7 ,P,24,PO,PO,3.28333333333333
2021-03-27T02:21:17Z,2021-03-27T02:28:34Z,64,3,40000,4 ,P,71,PO,P,7.28333333333333
2021-06-06T08:41:23Z,2021-06-06T08:46:19Z,42,1,200000,11,P,83,PO,N,4.93333333333333
2021-06-06T19:55:55Z,2021-06-06T19:59:10Z,24,0,75000,2 ,P,12,PO,P,3.25
2021-05-06T14:17:58Z,2021-05-06T14:21:57Z,62,0,2500,1 ,P,73,PO,P,3.98333333333333
2021-05-06T15:48:52Z,2021-05-06T15:52:30Z,61,0,20000,9 ,N,41,P,N,3.63333333333333
2021-03-27T07:46:51Z,2021-03-27T07:50:25Z,55,0,50000,1 ,P,83,PO,P,3.56666666666667
2021-03-27T17:34:08Z,2021-03-27T17:40:18Z,11,0,1000,1 ,P,79,PO,P,6.16666666666667
2021-03-28T20:51:25Z,2021-03-28T20:55:47Z,24,0,500,2 ,P,55,PO,N,4.36666666666667
2021-03-24T09:56:13Z,2021-03-24T10:01:06Z,24,0,100,1 ,N,11,P,P,4.88333333333333
2021-04-01T19:20:25Z,2021-04-01T19:29:51Z,53,0,5000,9 ,P,39,P,N,9.43333333333333
2021-04-02T11:08:59Z,2021-04-02T11:14:09Z,42,0,1000,1 ,N,17,N,N,5.16666666666667
2021-06-17T15:47:22Z,2021-06-17T15:51:20Z,22,0,250000,3 ,P,49,P,P,3.96666666666667
2021-06-17T17:57:34Z,2021-06-17T18:03:50Z,24,0,7000,2 ,P,11,PO,N,6.26666666666667
2021-06-17T19:22:48Z,2021-06-17T19:27:16Z,21,0,4000,1 ,P,79,PO,N,4.46666666666667
2021-06-17T19:37:49Z,2021-06-17T19:42:46Z,62,0,250000,4 ,N,73,N,N,4.95
2021-10-06T13:17:18Z,2021-10-06T13:20:39Z,21,0,500,1 ,P,71,N,N,3.35
2019-11-13T12:22:47Z,2019-11-13T12:27:11Z,18,0,30000,3 ,N,71,PO,N,4.4
2019-11-13T13:16:12Z,2019-11-13T13:20:33Z,24,0,500,2 ,P,11,PO,N,4.35
2019-11-13T17:24:02Z,2019-11-13T17:28:59Z,24,0,0,1 ,P,11,PO,N,4.95
2019-07-05T14:33:19Z,2019-07-05T14:44:41Z,79,0,50000,11,P,96,P,N,11.3666666666667
2019-07-05T17:30:38Z,2019-07-05T17:35:47Z,42,0,75000,3 ,N,81,N,N,5.15
2019-07-10T20:09:45Z,2019-07-10T20:14:38Z,23,0,5000,1 ,P,29,P,P,4.88333333333333
2019-07-12T00:47:04Z,2019-07-12T00:54:19Z,70,0,300000,11,P,16,PO,N,7.25
2019-07-20T07:24:18Z,2019-07-20T07:28:25Z,36,0,300000,2 ,P,24,PO,PO,4.11666666666667
2019-07-20T07:48:23Z,2019-07-20T07:52:58Z,24,0,15000,1 ,N,77,N,N,4.58333333333333
2019-07-20T09:43:45Z,2019-07-20T09:48:55Z,42,0,7500,1 ,N,81,N,N,5.16666666666667
2019-07-26T21:05:00Z,2019-07-26T21:12:03Z,24,0,1000,2 ,P,11,PO,P,7.05
2019-07-27T13:49:52Z,2019-07-27T13:54:11Z,24,1,75000,3 ,P,11,PO,N,4.31666666666667
2019-07-27T20:43:17Z,2019-07-27T20:47:51Z,62,0,250000,1 ,P,73,P,N,4.56666666666667
2019-08-05T14:18:33Z,2019-08-05T14:22:43Z,13,0,150000,4 ,N,43,N,N,4.16666666666667
2019-08-06T18:55:22Z,2019-08-06T19:02:23Z,24,0,10000,2 ,N,11,PO,N,7.01666666666667
2019-08-06T11:52:37Z,2019-08-06T11:56:22Z,24,1,0,1 ,P,11,P,N,3.75
2019-08-14T21:14:20Z,2019-08-14T21:20:09Z,24,0,35000,2 ,P,11,PO,N,5.81666666666667
2019-08-15T00:26:23Z,2019-08-15T00:30:18Z,64,0,500,1 ,P,71,PO,P,3.91666666666667
2019-08-22T10:03:28Z,2019-08-22T10:07:09Z,21,0,30000,2 ,N,71,N,N,3.68333333333333
2019-08-24T04:01:03Z,2019-08-24T04:07:21Z,24,0,5000,1 ,P,11,PO,N,6.3
2019-08-31T14:22:47Z,2019-08-31T14:27:23Z,64,0,50000,2 ,P,71,PO,P,4.6
2019-08-31T17:09:08Z,2019-08-31T17:13:20Z,24,1,15000,2 ,P,11,P,P,4.2
2019-09-11T13:16:54Z,2019-09-11T13:23:02Z,22,0,80000,3 ,P,29,P,N,6.13333333333333
2019-09-11T20:51:29Z,2019-09-11T20:57:31Z,28,0,500,2 ,P,83,PO,N,6.03333333333333
2019-09-12T22:50:13Z,2019-09-12T22:56:12Z,25,0,5000,2 ,N,83,N,N,5.98333333333333
2019-09-04T21:16:03Z,2019-09-04T21:19:55Z,24,0,2000,2 ,P,11,PO,P,3.86666666666667
2019-09-04T23:35:22Z,2019-09-04T23:39:42Z,24,1,40000,2 ,P,11,P,N,4.33333333333333
2019-09-05T16:47:22Z,2019-09-05T16:50:29Z,25,0,150000,4 ,P,83,PO,N,3.11666666666667
2019-09-05T18:08:58Z,2019-09-05T18:13:49Z,24,0,20000,2 ,P,11,PO,N,4.85
2019-09-20T12:45:07Z,2019-09-20T12:48:33Z,24,1,1000,2 ,P,11,PO,P,3.43333333333333
2019-09-20T19:05:11Z,2019-09-20T19:10:32Z,11,0,200,1 ,N,59,N,N,5.35
2019-09-20T21:38:40Z,2019-09-20T21:44:35Z,24,0,5000,2 ,P,11,PO,N,5.91666666666667
2019-09-21T02:38:55Z,2019-09-21T02:43:55Z,64,0,1000,2 ,P,71,PO,P,5
2019-09-24T11:58:11Z,2019-09-24T12:05:34Z,81,0,100000,1 ,P,84,N,N,7.38333333333333
2019-09-24T15:30:22Z,2019-09-24T15:35:54Z,24,0,10000,2 ,P,11,PO,N,5.53333333333333
2019-09-25T14:09:23Z,2019-09-25T14:16:51Z,69,0,50000,2 ,N,24,P,N,7.46666666666667
2019-10-10T11:59:36Z,2019-10-10T12:04:54Z,24,0,6000,2 ,P,11,PO,P,5.3
2020-08-17T20:56:47Z,2020-08-17T20:58:50Z,21,0,8000,2 ,P,49,PO,N,2.05
2019-10-08T20:47:11Z,2019-10-08T20:51:46Z,44,0,0,1 ,P,71,PO,P,4.58333333333333
2019-10-26T03:07:37Z,2019-10-26T03:13:03Z,44,0,0,1 ,P,71,PO,P,5.43333333333333
2019-10-25T23:05:54Z,2019-10-25T23:10:50Z,27,0,5000,1 ,P,43,N,P,4.93333333333333
2019-10-26T00:22:11Z,2019-10-26T00:28:05Z,21,0,3000,2 ,P,28,PO,P,5.9
2019-10-15T09:49:52Z,2019-10-15T09:53:11Z,24,0,2000,1 ,P,16,N,PO,3.31666666666667
2019-10-15T11:54:25Z,2019-10-15T11:58:58Z,49,0,350,1 ,P,26,PO,P,4.55
2019-10-15T17:20:16Z,2019-10-15T17:26:04Z,24,0,5000,2 ,P,11,PO,N,5.8
2021-09-03T13:38:18Z,2021-09-03T13:44:31Z,50,0,300,2 ,N,72,N,N,6.21666666666667
2019-12-04T09:47:33Z,2019-12-04T09:52:58Z,24,0,700,1 ,P,12,PO,P,5.41666666666667
2019-12-04T10:35:59Z,2019-12-04T10:40:07Z,24,0,2000,2 ,P,12,PO,P,4.13333333333333
2019-07-01T07:15:51Z,2019-07-01T07:20:47Z,24,0,6500,2 ,P,11,N,N,4.93333333333333
2019-07-03T20:16:44Z,2019-07-03T20:21:12Z,61,0,40000,2 ,P,20,P,N,4.46666666666667
2019-07-04T04:25:42Z,2019-07-04T04:30:51Z,73,0,20000,1 ,P,24,N,N,5.15
2019-07-04T12:29:01Z,2019-07-04T12:32:29Z,50,0,10000,1 ,P,30,PO,N,3.46666666666667
2021-08-30T17:47:23Z,2021-08-30T17:51:26Z,24,0,9999,1 ,P,11,PO,PO,4.05
2019-12-25T22:01:41Z,2019-12-25T22:06:52Z,13,0,3000,1 ,P,33,PO,P,5.18333333333333
