"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation","time_diff"
"93",2018-03-22 11:54:59,2018-03-22 11:59:20,"64 - Porch or Balcony",0,20000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.35
"94",2018-01-29 19:01:23,2018-01-29 19:06:54,"24 - Cooking Area or Kitchen",0,25000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",5.51666666666667
"95",2018-01-29 14:18:34,2018-01-29 14:24:29,"24 - Cooking Area or Kitchen",0,15000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","77 - Matches or Lighters (unable to distinguish)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.91666666666667
"96",2018-01-31 07:55:33,2018-01-31 08:01:12,"24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.65
"97",2018-01-29 08:04:57,2018-01-29 08:09:05,"24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.13333333333333
"98",2018-01-31 16:25:21,2018-01-31 16:30:42,"21 - Living Area (e.g. living, TV, recreation, etc)",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.35
"99",2018-01-30 11:11:23,2018-01-30 11:16:04,"39 - Other Functional Area",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","42 - Television, Radio, Stereo, Tape Recorder, etc.","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.68333333333333
"100",2018-01-30 09:17:01,2018-01-30 09:22:08,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.11666666666667
"101",2018-02-04 18:57:42,2018-02-04 19:03:00,"24 - Cooking Area or Kitchen",0,3000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",5.3
"102",2018-02-04 21:14:29,2018-02-04 21:19:48,"53 - Chimney/Flue Pipe",0,100,"1 - Confined to object of origin","2 - No Fire alarm system","39 - Chimney - Masonry","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.31666666666667
"103",2018-03-23 19:28:20,2018-03-23 19:31:34,"24 - Cooking Area or Kitchen",1,5000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","75 - Matches (open flame)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",3.23333333333333
"104",2018-03-23 19:54:52,2018-03-23 19:58:06,"39 - Other Functional Area",0,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",3.23333333333333
"105",2018-03-24 07:44:14,2018-03-24 07:49:25,"44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","76 - Lighters (open flame)","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",5.18333333333333
"106",2018-02-27 22:31:47,2018-02-27 22:38:19,"93 - Residential/Business: Other busines area",0,2e+05,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.53333333333333
"107",2018-03-02 12:14:42,2018-03-02 12:16:20,"24 - Cooking Area or Kitchen",0,20,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",1.63333333333333
"108",2018-03-15 16:49:01,2018-03-15 16:55:44,"62 - Roof",0,9000,"1 - Confined to object of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",6.71666666666667
"109",2018-03-15 18:17:44,2018-03-15 18:23:58,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","76 - Lighters (open flame)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.23333333333333
"110",2018-03-16 08:22:48,2018-03-16 08:26:44,"49 - Other Storage Area",0,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.93333333333333
"111",2018-03-21 19:20:41,2018-03-21 19:25:15,"25 - Washroom or Bathroom (toilet,restroom/locker room)",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","59 - Other Lighting Equipment","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.56666666666667
"112",2018-03-21 22:25:50,2018-03-21 22:30:34,"25 - Washroom or Bathroom (toilet,restroom/locker room)",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.73333333333333
"113",2018-01-31 17:00:19,2018-01-31 17:05:54,"44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",1,0,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","93 - Hot Ashes, Embers, Spark","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",5.58333333333333
"114",2018-02-01 00:46:45,2018-02-01 00:49:30,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,20,"1 - Confined to object of origin","1 -  Fire alarm system present","55 - Candle","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",2.75
"115",2018-02-01 09:47:03,2018-02-01 09:49:53,"56 - Conveyor Shaft or Chute (inc dumbwaiter, laundry chute, garbage",0,75000,"10 - Spread beyond building of origin","1 -  Fire alarm system present","93 - Hot Ashes, Embers, Spark","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",2.83333333333333
"116",2018-01-29 03:29:55,2018-01-29 03:34:39,"13 - Stairway, Escalator",0,300,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.73333333333333
"117",2018-02-23 00:12:34,2018-02-23 00:20:58,"42 - Garage",0,75000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","77 - Matches or Lighters (unable to distinguish)","1 - Floor/suite of fire origin: No smoke alarm","1 - Sprinkler system activated",8.4
"118",2018-02-23 00:45:07,2018-02-23 00:54:10,"24 - Cooking Area or Kitchen",0,100,"1 - Confined to object of origin","2 - No Fire alarm system","26 - Terminations-Copper (incl receptacles, switches, lights)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",9.05
"119",2018-03-25 00:43:36,2018-03-25 00:48:37,"42 - Garage",0,20000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","17 - Wood burning stove","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",5.01666666666667
"120",2018-03-25 14:20:34,2018-03-25 14:23:34,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",3
"121",2018-01-19 12:02:13,2018-01-19 12:04:53,"55 - Mechanical/Electrical Services Room",0,25000,"1 - Confined to object of origin","2 - No Fire alarm system","23 - Distribution Equipment (includes panel boards, fuses, circuit br","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",2.66666666666667
"122",2018-01-22 23:59:37,2018-01-23 00:05:15,"24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.63333333333333
"123",2018-01-19 15:26:49,2018-01-19 15:32:12,"24 - Cooking Area or Kitchen",0,8000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.38333333333333
"124",2018-01-23 23:27:34,2018-01-23 23:31:49,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.25
"125",2018-01-06 20:32:50,2018-01-06 20:37:38,"46 - Product Storage (inc products or materials awaiting manuf, assembly)",0,50000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","44 - Iron, Pressing Machine","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.8
"126",2018-01-07 01:00:15,2018-01-07 01:05:37,"24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",5.36666666666667
"127",2018-01-07 03:05:57,2018-01-07 03:10:45,"24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",4.8
"128",2018-01-08 00:20:41,2018-01-08 00:28:07,"42 - Garage",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","34 - Space Heater - Portable","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",7.43333333333333
"129",2018-02-12 07:12:24,2018-02-12 07:20:24,"27 - Laundry Area",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",8
"130",2018-02-12 15:46:33,2018-02-12 15:51:48,"55 - Mechanical/Electrical Services Room",0,10000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","20 - Service/Utility Lines (includes power/hydro transmission lines)","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",5.25
"131",2018-02-22 18:37:36,2018-02-22 18:44:07,"21 - Living Area (e.g. living, TV, recreation, etc)",0,1e+05,"3 - Spread to entire room of origin","1 -  Fire alarm system present","51 - Incandescent Lamp - Light Bulb, Spotlight","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.51666666666667
"132",2018-03-05 07:41:27,2018-03-05 07:46:32,"21 - Living Area (e.g. living, TV, recreation, etc)",1,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",5.08333333333333
"133",2018-03-05 14:38:32,2018-03-05 14:43:10,"24 - Cooking Area or Kitchen",0,2500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","77 - Matches or Lighters (unable to distinguish)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.63333333333333
"134",2018-03-10 13:43:49,2018-03-10 13:47:59,"12 - Hallway, Corridor",0,3000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","55 - Candle","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.16666666666667
"135",2018-03-11 09:24:41,2018-03-11 09:28:36,"24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","16 - Deep Fat Fryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.91666666666667
"136",2018-04-04 12:31:25,2018-04-04 12:38:04,"83 - Electrical Systems",0,250000,"1 - Confined to object of origin","1 -  Fire alarm system present","21 - Transformer","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",6.65
"137",2018-04-04 20:18:35,2018-04-04 20:24:47,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.2
"138",2018-04-09 00:40:11,2018-04-09 00:45:15,"24 - Cooking Area or Kitchen",0,3000,"1 - Confined to object of origin","2 - No Fire alarm system","15 - Range Hood","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.06666666666667
